Street address,Trading name,Number of seats,Longitude,Latitude,Type
83-93 Franklin Street,No 1 Delicious,102,144.9617628,-37.80816923,Cafe
299-319 Queen Street,Quanjude Restaurant ,130,144.9586601,-37.81145082,Cafe
212 Berkeley Street,Haymarket Place,10,144.9589985,-37.80052523,Cafe
100 St Kilda Road,Cafe Vic,300,144.9682264,-37.82094188,Cafe
24-42 Newquay Promenade,Medici Cafe Bar Restaurant,76,144.942139,-37.81434525,Cafe
41-55 Victoria Harbour Promenade,IGG International Buffet and Bar,100,144.9429888,-37.81938143,Cafe
44-64 Spencer Street,Restaurant 1903,75,144.9548831,-37.81970047,Cafe
133-139 City Road,Dee Casa,16,144.9635826,-37.82348388,Cafe
267-275 Flinders Lane,RMB Cafe,18,144.9654844,-37.81710105,Cafe
11-37 Exhibition Street,Grill'd,36,144.9717262,-37.81546152,Cafe
168 Russell Street,Hakata Genuke,30,144.9681879,-37.8122734,Cafe
500-514 Collins Street,Cafenatics On Church ,47,144.9574732,-37.81753383,Cafe
169 Lygon Street,Stuzzichino,34,144.9664569,-37.80171819,Cafe
53-57 Lonsdale Street,Healthy Nibbles Cafe,20,144.9707149,-37.81005686,Cafe
180-184 Victoria Parade,Basement Espresso,94,144.9778946,-37.80895362,Cafe
2 Collins Street,Cafe Alcaston,35,144.9735468,-37.81304887,Cafe
39-43 Bourke Street,Lanes Edge Cafe,14,144.9720472,-37.81193572,Cafe
241-245 Collins Street,Ganache Chocolate Lounge,16,144.9658313,-37.81606673,Cafe
182 Collins Street,Teppanyaki Inn,70,144.9674537,-37.81479918,Cafe
63-65 George Street,George Street Cafe,24,144.9881843,-37.81575788,Cafe
61-69 A'Beckett Street,B Churrasco,180,144.961749,-37.80919305,Cafe
551-555 Little Lonsdale Street,Mapo Grill & Bar ,64,144.9555653,-37.81329521,Cafe
156-164 Cardigan Street,Don Tojo,48,144.9656265,-37.80132569,Cafe
505-507 Macaulay Road,Mr Piccolo Kitchen and Bar,40,144.9292429,-37.79454041,Cafe
46-74 Flinders Street,Gazi,160,144.9727209,-37.81546181,Cafe
189-195 Exhibition Street,369 Chinese Restaurant,50,144.9699123,-37.81128986,Cafe
555 Bourke Street,Famish'd,32,144.9578132,-37.81636534,Cafe
48-50 Flemington Road,Shuji Sushi,32,144.9501914,-37.79382016,Cafe
743-751 Swanston Street,KFC Carlton,22,144.9636423,-37.8006201,Cafe
93-101 Spring Street,Coffee Exchange,18,144.9731836,-37.81260039,Cafe
644-658 Swanston Street,Oko Oko,40,144.9642823,-37.80131908,Cafe
297-307 Victoria Street,One Star Coffee Lounge,25,144.9513664,-37.80562951,Cafe
85-161 Spencer Street,Mad Mex,38,144.9523393,-37.81815358,Cafe
150-170 Harbour Esplanade,Broadcast Cafe,90,144.9458827,-37.81566514,Cafe
183-265 La Trobe Street,Wood N Chimney,180,144.9630189,-37.81073331,Cafe
519-539 St Kilda Road,Shuji Sushi,18,144.9798191,-37.8455379,Cafe
401 Rathdowne Street,St Ann's On Rathdowne Street,22,144.9703208,-37.79692164,Cafe
111-129 Bourke Street,Roll'd Southen Cross Lane,25,144.9701092,-37.81281453,Cafe
296-310 La Trobe Street,Klik Cafe ,70,144.9604349,-37.81010387,Cafe
720-750 Collins Street,Simmer Pronto ,72,144.9492736,-37.81999404,Cafe
394-400 Lonsdale Street,Hash Specialty Coffee And Roasters,10,144.9605306,-37.81240787,Cafe
427-457 Swanston Street,Level Seven Cafe,40,144.9626932,-37.80826292,Cafe
252-254 Flinders Lane,Cafe Issus,40,144.9655966,-37.8166033,Cafe
100 St Kilda Road,Centro Espresso,54,144.9682264,-37.82094188,Cafe
6-8 Anderson Street,Roller Door Cafe,10,144.9421307,-37.80592001,Cafe
 Wellington Parade,The Pavilion,92,144.9804557,-37.81296163,Cafe
221-223 Russell Street,Nam Loong Restaurant,50,144.9671667,-37.81140869,Cafe
316-318 Lygon Street,Copperwood ,33,144.9676,-37.79962339,Cafe
1-9 Freshwater Place,Crintis Southbank,38,144.962154,-37.82167834,Cafe
10-14 Errol Street,Sosta Cucina,22,144.9495689,-37.80483255,Cafe
173-181 Victoria Street,Nando's,36,144.9556037,-37.80606639,Cafe
11-17 Cohen Place,Tea House At Chinatown,100,144.9689152,-37.81104301,Cafe
209-227 Spring Street,Supergrind Cafe,18,144.9718354,-37.80990475,Cafe
740-750 Swanston Street,E Dumpling,32,144.9647653,-37.79899938,Cafe
138 Queensberry Street,Queens Cafe,8,144.9642948,-37.80444614,Cafe
99-127 Pearl River Road,Igloo Cafe & St Moritz Bar,80,144.9356321,-37.81223232,Cafe
113 Little Bourke Street,Famous Hotpot & BBQ,120,144.9691026,-37.8115616,Cafe
172-176 Little Bourke Street,Jin Dumpling And Noodle House,100,144.96713,-37.8118553,Cafe
211-213 Swanston Street,Yoyogi Japanese Cafe,98,144.9650158,-37.81284647,Cafe
398-400 Lygon Street,Trotters Restaurant,24,144.9677565,-37.79763393,Cafe
466-468 Little Lonsdale Street,Gue on Brights Place,16,144.955573,-37.81290439,Cafe
111-129 Queen Street,Lanai Restaurant & Bar,40,144.9606367,-37.81581152,Cafe
183 Elgin Street,Gemma Simple Italian,10,144.9683841,-37.79752965,Cafe
193 Flemington Road,Refs Cafe,30,144.9484238,-37.79508314,Cafe
34-60 Little Collins Street,Soi 38,37,144.9719189,-37.81246632,Cafe
126-142 Victoria Parade,Zouki Cafe Eye & Ear Hospital,52,144.9762558,-37.80899054,Cafe
669-675 Bourke Street,Kinfolk Cafe,36,144.9541004,-37.81721781,Cafe
6-12 Miles Street,8 On Miles,8,144.9679695,-37.82843322,Cafe
221 Little Lonsdale Street,Sushi Sushi ,61,144.9657034,-37.810658,Cafe
53-57 Lonsdale Street,Kenny's Bakery Cafe,6,144.9707149,-37.81005686,Cafe
578-606 Bourke Street,"The Attic, Artisan Bread And Cafe",100,144.9561073,-37.81571393,Cafe
403 St Kilda Road,Earl Canteen,12,144.975942,-37.83587066,Cafe
207-213 Queen Street,Sool Tong,20,144.9599073,-37.81386746,Cafe
143-145 Bourke Street,Izakya Hachibeh,80,144.9690422,-37.81278439,Cafe
70 Therry Street,Invita,36,144.9572395,-37.80745984,Cafe
475-485 Flinders Lane,Masala Grill,120,144.9581001,-37.81936891,Cafe
744-770 Bourke Street,Kagawa Japanese Cafe,8,144.947217,-37.81817241,Cafe
159 Pelham Street,Briscola Espresso,30,144.9612607,-37.80241321,Cafe
97-103 Flemington Road,Avist Cafe ,40,144.9527053,-37.79844295,Cafe
1-7 Lygon Street,No1 Steam Boat,4,144.9656386,-37.80673947,Cafe
249-263 Faraday Street,Wild Timor Coffee Carlton Pty Ltd,17,144.9652584,-37.7987209,Cafe
222-224 Pelham Street,Books N Bites Cafe,60,144.9583287,-37.80169537,Cafe
292-298 Flinders Street,Kimchi Tray,36,144.9643537,-37.81807489,Cafe
509-515 St Kilda Road,In a Rush,50,144.9793624,-37.8441033,Cafe
2 Convention Centre Place,Dock 37 Bar & Kitchen,500,144.9523782,-37.82539976,Cafe
791-847 Collins Street,Koji Sushi,30,144.9457644,-37.82205739,Cafe
20-30 Convention Centre Place,Dumpling Dynasty,49,144.9523782,-37.82539976,Cafe
813-817 Bourke Street,Melbourne Vietnam Noodle House,60,144.9446836,-37.81993681,Cafe
40-56 Queens Bridge Street,Mesh/Tonic Bar,350,144.9597768,-37.8238538,Cafe
48-50 Grattan Street,Il Vicolo,4,144.96788,-37.80059699,Cafe
432-446 Docklands Drive,Gloria Jean's Coffees Harbour Town,15,144.9378299,-37.81315031,Cafe
549-551 St Kilda Road,Epicure Kitchen Cafe,104,144.9802844,-37.84659007,Cafe
180-184 Victoria Parade,Basement Espresso,9,144.9778946,-37.80895362,Cafe
171-175 Elgin Street,The Shaw Davey Slum,300,144.9687079,-37.79750574,Cafe
269-321 Lonsdale Street,Chocolate Bar New York,100,144.9638386,-37.81245199,Cafe
326-328 Lygon Street,DOC Espresso,50,144.9674735,-37.79932164,Cafe
990 La Trobe Street,O-Bento,16,144.9467679,-37.81384049,Cafe
199-209 Collins Street,Starbucks,25,144.9674304,-37.81584777,Cafe
199-209 Collins Street,Allegro Restaurant,75,144.9674304,-37.81584777,Cafe
132-142 Wellington Parade,Il Duca Restaurant,60,144.9855915,-37.81618515,Cafe
15-19 Swanston Street,Hungry Jack's Pty Ltd,277,144.9668342,-37.81709702,Cafe
38-46 Sabre Drive,Sabre Cafe,74,144.9063359,-37.82797655,Cafe
213-215 Lonsdale Street,Pacific BBQ Cafe ,100,144.9661427,-37.81144245,Cafe
114-120 Russell Street,Izakaya Den,52,144.9689753,-37.81350285,Cafe
113 Lonsdale Street,Seamstress,20,144.9690111,-37.81056538,Cafe
790-814 Collins Street,Heavy D's Cafe & Sanwich Bar,14,144.9458305,-37.821044,Cafe
309 Exhibition Street,65 Degrees ,22,144.9687244,-37.80874125,Cafe
744-770 Bourke Street,Halyard Coffee,4,144.947217,-37.81817241,Cafe
433 Little Collins Street,Dikstein's Corner Bar,36,144.9603413,-37.81631094,Cafe
2 Swanston Street,Taxi Riverside,250,144.9699175,-37.81784465,Cafe
459 Collins Street,Billi Green's,150,144.9589237,-37.81817724,Cafe
338-352 Bourke Street,Federal Coffee Palace,155,144.9632879,-37.81360425,Cafe
27-45 Whiteman Street,Subway,30,144.9583432,-37.82559096,Cafe
511 Spencer Street,Junie Moon's,20,144.9485541,-37.80875296,Cafe
416-420 Collins Street,Subway,22,144.9603119,-37.8169991,Cafe
3 Southgate Avenue,Lindt Chocolate Cafe,50,144.9662623,-37.82066923,Cafe
612-620 Bourke Street,Hudson's Coffee,30,144.9553253,-37.81622847,Cafe
272-282 Lonsdale Street,Sakura Kaiten Sushi II,30,144.9639969,-37.81152964,Cafe
541-543 St Kilda Road,J&K  Cafe,30,144.9800592,-37.84607473,Cafe
55 Newquay Promenade,Cargo Cafe & Bar,50,144.9414051,-37.8153411,Cafe
23-37 Star Crescent,San Churro,64,144.9378299,-37.81315031,Cafe
61-73 Flinders Lane,Cecconi's Flinders Lane,12,144.9725123,-37.81506474,Cafe
134-144 Bourke Street,Shark Fin House,380,144.9688573,-37.81199769,Cafe
380-384 Little Bourke Street,Blok M Express,50,144.9613283,-37.81354346,Cafe
220-226 Collins Street,Switchboard Cafe,30,144.9661258,-37.81528474,Cafe
295-301 Exhibition Street,Miss Chu,12,144.9688284,-37.80893166,Cafe
20-30 Convention Centre Place,Signature Pho Viet,20,144.9523782,-37.82539976,Cafe
507-523 Elizabeth Street,Pickett's Deli & Rotisserie,42,144.9572395,-37.80745984,Cafe
8 Whiteman Street,Cafe Baci's,100,144.9586604,-37.82312164,Cafe
309-325 Bourke Street,Riva Cafe Bar,46,144.9645323,-37.81445406,Cafe
18-38 Siddeley Street,Man Mo @ Wtc,110,144.9536422,-37.82253633,Cafe
160-162 Rathdowne Street,Calrton Pizzeria Bar and Restaurant,12,144.9711231,-37.79553609,Cafe
178-190 Little Bourke Street,Petaling Street Malaysian Hawker Food,110,144.966942,-37.81186912,Cafe
471 Elizabeth Street,CY Sushi & Noodle,14,144.9599508,-37.80794087,Cafe
80 Dorcas Street,Cafe Clicquot,16,144.9662961,-37.83070462,Cafe
228-236 Flinders Street,Kim Sing Chinese Restaurant,40,144.9665517,-37.81724878,Cafe
446-452 Collins Street,Macchiato On Collins,22,144.959442,-37.81730302,Cafe
715-727 Bourke Street,Asuka Sushi,18,144.9502584,-37.81864992,Cafe
7-9 Waratah Place,New Kum Den Chinese Restaurant,70,144.9669911,-37.81162502,Cafe
788-812 Bourke Street,Black Cod,45,144.9451224,-37.81888389,Cafe
69-71 Errol Street,Errol's Cafe,40,144.9490835,-37.80345572,Cafe
840-850 Collins Street,Little Bean Dockside,75,144.9445328,-37.82092961,Cafe
201-207 Elizabeth Street,Schnitz,20,144.9626049,-37.81366344,Cafe
183-265 La Trobe Street,Food Inc.,20,144.9630189,-37.81073331,Cafe
295-297 Drummond Street,Doc Pizza & Mozarella Bar,30,144.9684438,-37.7989855,Cafe
421-423 Little Collins Street,Shamble Coffee Brewers,16,144.9606374,-37.81622852,Cafe
141-165 Collins Street,Urban Express,160,144.9687553,-37.81543178,Cafe
8 Whiteman Street,The Atlantic/The Den /The Oyster Bar & Grill/ Fish & Chippery by The Atlantic,200,144.9586604,-37.82312164,Cafe
829-843 Bourke Street,Shinsei Fish & Sushi Bar ,72,144.9434599,-37.82044558,Cafe
384-390 Little Collins Street,STREAT,30,144.9617411,-37.81560573,Cafe
562-564 Queensberry Street,Bela Bistro,8,144.9487134,-37.80271962,Cafe
49 Rathdowne Street,Epocha Restaurant,100,144.9685944,-37.80578725,Cafe
348-358 La Trobe Street,The Basement Cafe,35,144.9592776,-37.81067976,Cafe
433-435 Elizabeth Street,Rose Garden Barbecue Shop,24,144.9603439,-37.80885861,Cafe
212-222 La Trobe Street,By Korea ,44,144.9628763,-37.80962882,Cafe
121-123 Flinders Lane,Sake Restaurant and Bar,125,144.9705132,-37.81567009,Cafe
555 La Trobe Street,Cafe 555,60,144.9528962,-37.81327283,Cafe
118-126 Queen Street,CoF.E.Fix,32,144.9612988,-37.81565401,Cafe
48-50 Flemington Road,Degani Bakery Cafe,45,144.9501914,-37.79382016,Cafe
562-564 Queensberry Street,Bela Bistro,40,144.9487134,-37.80271962,Cafe
25 Newquay Promenade,Fish Bar,60,144.9427543,-37.81473601,Cafe
124 Lygon Street,Thai City Restaurant,24,144.9666993,-37.80443778,Cafe
374-380 Lonsdale Street,Woochon,50,144.9611344,-37.81200936,Cafe
151 Lygon Street,Tank Fish And Chippery ,18,144.9661179,-37.80366248,Cafe
99-109 Lygon Street,Toto's Pizza,70,144.9659744,-37.80449163,Cafe
110 Lygon Street,Ying Thai 2,30,144.9666993,-37.80443778,Cafe
599 Elizabeth Street,Cafe Perri & Perri Cine Video and Photography,18,144.9581215,-37.80434979,Cafe
723-741 Swanston Street,Cafe Fillings,22,144.9634142,-37.80087264,Cafe
263-329 Lorimer Street,Ocean View Cafe Port Melbourne,30,144.9052161,-37.82483593,Cafe
612-620 Bourke Street,Dosa Corner,50,144.9553253,-37.81622847,Cafe
335-349 Little Collins Street,Healthy Sushi Melbourne,24,144.9632938,-37.81554941,Cafe
84-86 Elizabeth Street,Hudsons Elizabeth Street,31,144.9641934,-37.81591326,Cafe
304-328 Swanston Street,The Moat Bar & Cafe,40,144.965306,-37.80976881,Cafe
507-523 Elizabeth Street,Cafe Victoria,38,144.9572395,-37.80745984,Cafe
242-284 Exhibition Street,Bros Sushi,12,144.9699756,-37.80941489,Cafe
162 Albert Street,Gourmet Pizza Bar,50,144.9856254,-37.81004657,Cafe
203-207 Lonsdale Street,Carribbean Grilled Fish by China Chilli,16,144.9663534,-37.81133175,Cafe
48-50 Flemington Road,Aruba Espresso Cafe,32,144.9501914,-37.79382016,Cafe
221-231 Queen Street,Speck Cafe,2,144.9597543,-37.81355361,Cafe
167 Lygon Street,Kokoblack,30,144.966446,-37.80178513,Cafe
403 St Kilda Road,Earl Canteen,13,144.975942,-37.83587066,Cafe
519-539 St Kilda Road,Rosco's @ Chevron,68,144.9798191,-37.8455379,Cafe
34 Courtney Street,Akita Japanese Restaurant,60,144.9544611,-37.80204173,Cafe
183-265 La Trobe Street,Spiga,100,144.9630189,-37.81073331,Cafe
198-204 Bellair Street,The Premises Espresso,20,144.9301769,-37.79426147,Cafe
520-536 Little Collins Street,Chestnut Exchange Cafe,68,144.957088,-37.81686865,Cafe
48-50 Flemington Road,Smith And Singleton,200,144.9501914,-37.79382016,Cafe
11-19 Liverpool Street,Shimbashi Japanese Soba & Sake Bar,8,144.9713242,-37.81131159,Cafe
147-149 Bourke Street,Gyoza Douraku,12,144.9689721,-37.81280567,Cafe
111-129 Bourke Street,Healthy Habits Cafe,24,144.9701092,-37.81281453,Cafe
166-186 Little Collins Street,Il Bacaro Cucina E Bar,45,144.9678599,-37.81376794,Cafe
338-344 Queen Street,Niku Niku Japanese Gourmet,41,144.9590294,-37.81075124,Cafe
20-30 Convention Centre Place,Mad Mex,28,144.9523782,-37.82539976,Cafe
8 Whiteman Street,San Antone,187,144.9586604,-37.82312164,Cafe
331-339 Bourke Street,Caffe E Torta,24,144.964049,-37.81458812,Cafe
221 Little Lonsdale Street,Chocolateria San Churro QV,40,144.9657034,-37.810658,Cafe
502-506 Victoria Street,Faces & Places,12,144.9495517,-37.80497299,Cafe
33-35 Guildford Lane,Rustica Canteen,48,144.9598612,-37.81146107,Cafe
393-397 Little Bourke Street,Triim,24,144.9612043,-37.8138513,Cafe
193-195 Little Bourke Street,Dessert Story,60,144.9668265,-37.81221773,Cafe
24-28 Collins Street,McDonald's,18,144.9727083,-37.81342593,Cafe
170 Bellair Street,Pimm Thai Cafe,20,144.9299154,-37.79353782,Cafe
405-407 Collins Street,Bluebag,15,144.9611131,-37.81745676,Cafe
3 Southgate Avenue,Bluetrain,180,144.9662623,-37.82066923,Cafe
3 Central Boulevard,Portside Deli,44,144.9187862,-37.82221049,Cafe
24-42 Newquay Promenade,Achelya Cafe,120,144.942139,-37.81434525,Cafe
254-258 Queen Street,Red Cliff Chinese Restaurant,78,144.9599448,-37.81247811,Cafe
19-35 Queen Street,Luca's Cafe,36,144.9617799,-37.81822749,Cafe
1 Star Circus,Nando's,35,144.9378299,-37.81315031,Cafe
304-328 Swanston Street,Mr Tulk Cafe,70,144.965306,-37.80976881,Cafe
408-416 Queen Street,Phancy Cafe & Catering ,10,144.9585116,-37.80897917,Cafe
133-159 Victoria Street,Josies Food Bar,29,144.9572395,-37.80745984,Cafe
121 Exhibition Street,Axil Coffee Roasters,23,144.9701092,-37.81281453,Cafe
181 William Street,Sakae,20,144.9573923,-37.81531863,Cafe
302-308 Flinders Lane,Cafe Bar Mile,50,144.9638971,-37.81719967,Cafe
124 La Trobe Street,Pearson and Murph'y Cafe,80,144.9645504,-37.80818365,Cafe
23-99 Commercial Road,Alf's Cafe,244,144.982664,-37.84633593,Cafe
613-639 Little Collins Street,In Zone Cafe,44,144.9543659,-37.81818484,Cafe
661-667 Spencer Street,Tong Fu Garden Melbourne,36,144.9444471,-37.80624547,Cafe
555 Bourke Street,Simply Spanish,50,144.9578132,-37.81636534,Cafe
200-202 La Trobe Street,Yami Yami 3 ,80,144.96321,-37.80953222,Cafe
330-332 Cardigan Street,Le Miel Et Le Lune,4,144.9663778,-37.79685803,Cafe
54-60 Market Street,Oak & Vine Restaurant,68,144.9608283,-37.81778076,Cafe
85-87 Peel Street,Hello Jose,30,144.9555843,-37.80619737,Cafe
555 Bourke Street,Pok Pok Junior,50,144.9578132,-37.81636534,Cafe
58-70 Lorimer Street,Zen Izakaya,100,144.946356,-37.82488026,Cafe
27-33 City Road,Spire,40,144.9668813,-37.82169186,Cafe
181-183 King Street,La Figo,62,144.9551743,-37.81589843,Cafe
394-400 Lonsdale Street,Yami Yami,36,144.9605306,-37.81240787,Cafe
1-9 Powlett Street,My Sushi Japanese Cafe,6,144.9848341,-37.81608793,Cafe
459-475 Little Bourke Street,Alibi Kitchen & Bar,12,144.9590443,-37.81456798,Cafe
398-400 Lygon Street,Trotters Restaurant,125,144.9677565,-37.79763393,Cafe
121 Exhibition Street,In a Rush,24,144.9701092,-37.81281453,Cafe
47 Errol Street,Wonky Trolley,30,144.9490476,-37.80390823,Cafe
829-843 Bourke Street,D G Expresso,36,144.9434599,-37.82044558,Cafe
317-321 Little Collins Street,Cafe Segovia,46,144.9642254,-37.81528948,Cafe
176 Rathdowne Street,Bangkok Rain ,23,144.9711745,-37.79523278,Cafe
700-704 Bourke Street,Story Coffee & Food Store,12,144.9493733,-37.81733574,Cafe
149 Lygon Street,Tank Fish And Chippery ,18,144.9661127,-37.80369873,Cafe
132-134 Russell Street,Ba'get,24,144.9685948,-37.81316722,Cafe
175 Russell Street,Mr Kitchen,55,144.9675678,-37.8123356,Cafe
291-293 Elizabeth Street,Oriental Spoon,150,144.9617094,-37.81179183,Cafe
816 Lorimer Street,Bolte Cafe,52,144.9309535,-37.82210926,Cafe
2-24 Waterview Walk,Twirled Pasta Bar,25,144.9479753,-37.81925128,Cafe
399-413 Lonsdale Street,Claypots Barbarossa,10,144.9606809,-37.81303978,Cafe
2 Swanston Street,Il Pom Italian,70,144.9699175,-37.81784465,Cafe
335-349 Little Collins Street,Souperman,12,144.9632938,-37.81554941,Cafe
2 Convention Centre Place,Melbourne Public,100,144.9523782,-37.82539976,Cafe
807-811 Bourke Street,Cafernatics Forte,31,144.9450661,-37.81970478,Cafe
132-142 Wellington Parade,Il Duca Restaurant,5,144.9855915,-37.81618515,Cafe
265-279 Little Bourke Street,The Louden Kitchen & Grill,150,144.9646469,-37.81288667,Cafe
12-18 Meyers Place,Pizza Pizza Pizza,40,144.972451,-37.81221617,Cafe
133-135 Flinders Lane,Meatball & Wine Bar,27,144.9701585,-37.81573536,Cafe
235-251 Bourke Street,Momo Station,18,144.9665978,-37.81376503,Cafe
117 Grattan Street,Roy's Cafe,24,144.9656241,-37.80080042,Cafe
7-9 Elizabeth Street,Pepperoni's,60,144.9645503,-37.81793185,Cafe
188-202 King Street,La Di Da,250,144.9556244,-37.81551353,Cafe
20-22 Kavanagh Street,Ten Years,9,144.9658273,-37.82280752,Cafe
487 Elizabeth Street,Podok Rempah,45,144.9597917,-37.80760291,Cafe
107-113 Collins Street,Il Solito Posto,70,144.9702598,-37.81468591,Cafe
68 Victoria Street,Carlton Megabytes,33,144.9655262,-37.80671734,Cafe
441-443 Little Bourke Street,The Taste of Korchi City,60,144.959659,-37.81430686,Cafe
673-683 La Trobe Street,Yummy Hut,32,144.9475368,-37.81486994,Cafe
196-212 Little Collins Street,Stellini Bar,32,144.9671568,-37.81384227,Cafe
535 Little Lonsdale Street,Back Pocket Little Lonsdale,15,144.9560169,-37.8134766,Cafe
3 Southgate Avenue,Waterfront (Southgate),192,144.9662623,-37.82066923,Cafe
353-359 Little Collins Street,Madame Squint,20,144.9629844,-37.81570426,Cafe
87-89 Flinders Lane,Terra Rossa,80,144.9713925,-37.81542975,Cafe
541-547 Spencer Street,Embassy Cafe,40,144.9477871,-37.80811106,Cafe
179 King Street,Woodo,54,144.9552051,-37.81596556,Cafe
333-351 Exhibition Street,The Terrace Restaurant Bar & Grill ,15,144.9680267,-37.8078604,Cafe
744-770 Bourke Street,Nando's,110,144.947217,-37.81817241,Cafe
143-175 Harbour Esplanade,Va Bene Pizzeria,180,144.9435654,-37.8165193,Cafe
221 Little Lonsdale Street,Meshiya Japanese Restaurant,50,144.9657034,-37.810658,Cafe
305-307 Exhibition Street,B & B' Guette Cafe,6,144.9687626,-37.80879339,Cafe
538-542 Little Collins Street,Piccolocino,22,144.956774,-37.81695942,Cafe
788-812 Bourke Street,Sushi Wang,16,144.9451224,-37.81888389,Cafe
185 King Street,King Jons,47,144.9551492,-37.81584127,Cafe
562-574 Bourke Street,The Common,8,144.9567557,-37.81550891,Cafe
103-105 Lonsdale Street,Bomba Tapas Bar and Rooftop,118,144.9692541,-37.81049305,Cafe
142-148 Flinders Street,Dutchess,100,144.9700863,-37.81640747,Cafe
412-414 Collins Street,Taco Bill Collins Street,80,144.960489,-37.81698962,Cafe
612-624 Collins Street,Gloria Jean's Coffees,6,144.9543505,-37.81867544,Cafe
 Peel Street,Tribel Cafe,36,144.9572395,-37.80745984,Cafe
